,RECORD INDEX,NEIGHBORHOOD,BLDGCAT,BLDGDESCRIPTION,TAXCLP,BLOCK,LOT,BLDGCP,ADDRESS,ZIP_CODE,RESIDENTIAL_ UNITS,COMMERCIAL_UNITS,UNITS,LANDSFT,GROSSSF,BUILT,TAXCLSALE,BLDGCTOS,SALE_PRICE,SALE_DATE,LAT,LONG
911,144.0,CHELSEA,7.0,RENTALS - WALKUP APARTMENTS,2,770.0,64.0,C1,244 WEST 21ST STREET,10011,12.0,0.0,12.0,"2,162","8,503",1944.0,2.0,C1,"$3,000,000.00",7/1/2023,40.74097109,-73.99956519
912,145.0,CHELSEA,7.0,RENTALS - WALKUP APARTMENTS,2,770.0,65.0,C5,246 WEST 21ST STREET,10011,28.0,0.0,28.0,"2,582","5,250",1910.0,2.0,C5,"$2,175,000.00",7/1/2023,40.74097109,-73.99956519
913,146.0,CHELSEA,7.0,RENTALS - WALKUP APARTMENTS,2,770.0,66.0,C1,248 WEST 21ST STREET,10011,15.0,0.0,15.0,"2,104","6,982",1920.0,2.0,C1,"$2,700,000.00",7/1/2023,40.74097109,-73.99956519
914,147.0,CHELSEA,7.0,RENTALS - WALKUP APARTMENTS,2,771.0,4.0,C7,224 8 AVENUE,10011,22.0,3.0,25.0,"4,000","16,479",1910.0,2.0,C7,"$15,000,000.00",6/26/2023,40.74097109,-73.99956519
915,148.0,CHELSEA,7.0,RENTALS - WALKUP APARTMENTS,2,771.0,6.0,C7,228 8 AVENUE,10011,22.0,1.0,23.0,"3,925","15,226",1920.0,2.0,C7,"$15,000,000.00",6/26/2023,40.74097109,-73.99956519
916,149.0,CHELSEA,8.0,RENTALS - ELEVATOR APARTMENTS,2,772.0,18.0,D1,"235 WEST 22ND STREET, PH-G",10011,150.0,0.0,150.0,"19,918","116,586",1974.0,2.0,D1,$0.00,4/14/2023,40.74097109,-73.99956519
917,150.0,CHELSEA,8.0,RENTALS - ELEVATOR APARTMENTS,2,773.0,134.0,D9,202 WEST 24TH STREET,10011,180.0,0.0,180.0,"18,682","68,879",2002.0,2.0,D9,$10.00,6/28/2023,40.74097109,-73.99956519
1113,432.0,CHELSEA,11.0,SPECIAL CONDO BILLING LOTS,2,790.0,1102.0,RR,"125 WEST 14TH STREET, SOUTH",10011,213.0,0.0,213.0,0,"180,281",2001.0,2.0,RR,$0.00,3/23/2023,40.74097109,-73.99956519
1114,433.0,CHELSEA,11.0,SPECIAL CONDO BILLING LOTS,2,790.0,1102.0,RR,"125 WEST 14TH STREET, SOUTH",10011,213.0,0.0,213.0,0,"180,281",2001.0,2.0,RR,"$183,000,000.00",8/8/2023,40.74097109,-73.99956519
1447,899.0,CHELSEA,21.0,OFFICE BUILDINGS,4,690.0,12.0,O3,555 WEST 18TH STREET,10011,0.0,10.0,10.0,"28,850","195,000",2007.0,4.0,O3,$0.00,12/28/2022,40.74097109,-73.99956519
1448,900.0,CHELSEA,21.0,OFFICE BUILDINGS,4,690.0,12.0,O3,555 WEST 18TH STREET,10011,0.0,10.0,10.0,"28,850","195,000",2007.0,4.0,O3,"$80,000,000.00",4/4/2023,40.74097109,-73.99956519
1449,901.0,CHELSEA,21.0,OFFICE BUILDINGS,4,690.0,54.0,O3,96 11TH AVENUE,10011,0.0,1.0,1.0,530,"1,500",2004.0,4.0,O3,$0.00,12/28/2022,40.74097109,-73.99956519
1450,902.0,CHELSEA,21.0,OFFICE BUILDINGS,4,690.0,54.0,O3,96 11TH AVENUE,10011,0.0,1.0,1.0,530,"1,500",2004.0,4.0,O3,"$80,000,000.00",4/4/2023,40.74097109,-73.99956519
1451,903.0,CHELSEA,21.0,OFFICE BUILDINGS,4,715.0,5.0,O5,453 WEST 17TH STREET,10011,0.0,13.0,13.0,"4,600","17,720",1950.0,4.0,O5,"$17,500,000.00",6/20/2023,40.74097109,-73.99956519
1452,904.0,CHELSEA,21.0,OFFICE BUILDINGS,4,769.0,22.0,O2,227 WEST 19TH STREET,10011,0.0,1.0,1.0,"3,606","6,750",1963.0,4.0,O2,"$5,950,000.00",10/17/2023,40.74097109,-73.99956519
1453,905.0,CHELSEA,22.0,STORE BUILDINGS,4,691.0,15.0,K2,527 WEST 19TH STREET,10011,0.0,1.0,1.0,"9,200","13,800",1919.0,4.0,K2,"$11,747,531.00",2/1/2023,40.74097109,-73.99956519
1454,906.0,CHELSEA,22.0,STORE BUILDINGS,4,694.0,33.0,K1,207 10TH AVENUE,10011,0.0,1.0,1.0,"1,233",665,1920.0,4.0,K1,"$23,000,000.00",9/7/2023,40.74097109,-73.99956519
1455,910.0,CHELSEA,22.0,STORE BUILDINGS,4,793.0,58.0,K4,134 WEST 18TH STREET,10011,0.0,2.0,2.0,"2,116","5,290",1920.0,4.0,K4,"$5,352,594.00",2/28/2023,40.74097109,-73.99956519
1460,920.0,CHELSEA,33.0,EDUCATIONAL FACILITIES,4,774.0,12.0,W9,247 WEST 24TH STREET,10011,1.0,1.0,2.0,"1,760","3,820",1880.0,4.0,W9,"$5,000,000.00",6/26/2023,40.74097109,-73.99956519
1468,2233.0,FLATIRON,2.0,TWO FAMILY DWELLINGS,1,818.0,25.0,B9,17 WEST 16TH STREET,10011,2.0,0.0,2.0,"3,036","5,742",1910.0,1.0,B9,$0.00,3/13/2023,40.74097109,-73.99956519
1469,2234.0,FLATIRON,7.0,RENTALS - WALKUP APARTMENTS,2A,818.0,23.0,C2,21 WEST 16TH STREET,10011,6.0,0.0,6.0,"2,300","4,650",1920.0,2.0,C2,$0.00,6/14/2023,40.74097109,-73.99956519
1572,2509.0,FLATIRON,21.0,OFFICE BUILDINGS,4,816.0,21.0,O2,33 WEST 14TH STREET,10011,0.0,2.0,2.0,"2,582","4,943",1947.0,4.0,O2,"$9,000,000.00",10/12/2023,40.74097109,-73.99956519
1573,2510.0,FLATIRON,21.0,OFFICE BUILDINGS,4,819.0,10.0,O6,44 WEST 18TH STREET,10011,0.0,15.0,15.0,"14,479","179,186",1906.0,4.0,O6,$0.00,2/7/2023,40.74097109,-73.99956519
1574,2511.0,FLATIRON,21.0,OFFICE BUILDINGS,4,819.0,10.0,O6,44 WEST 18TH STREET,10011,0.0,15.0,15.0,"14,479","179,186",1906.0,4.0,O6,"$2,293,200.00",5/12/2023,40.74097109,-73.99956519
1575,2512.0,FLATIRON,21.0,OFFICE BUILDINGS,4,819.0,10.0,O6,44 WEST 18TH STREET,10011,0.0,15.0,15.0,"14,479","179,186",1906.0,4.0,O6,"$2,542,970.00",7/6/2023,40.74097109,-73.99956519
1576,2513.0,FLATIRON,21.0,OFFICE BUILDINGS,4,819.0,10.0,O6,47 WEST 17TH STREET,10011,0.0,15.0,15.0,"14,479","179,186",1906.0,4.0,O6,$0.00,5/10/2023,40.74097109,-73.99956519
1577,2514.0,FLATIRON,21.0,OFFICE BUILDINGS,4,819.0,10.0,O6,47 WEST 17TH STREET,10011,0.0,15.0,15.0,"14,479","179,186",1906.0,4.0,O6,"$28,128,556.00",7/20/2023,40.74097109,-73.99956519
1578,2515.0,FLATIRON,21.0,OFFICE BUILDINGS,4,821.0,14.0,O6,"139 WEST 19TH STREET, 6NE",10011,0.0,15.0,15.0,"9,721","107,152",1911.0,4.0,O6,$0.00,9/28/2023,40.74097109,-73.99956519
1579,2516.0,FLATIRON,21.0,OFFICE BUILDINGS,4,821.0,49.0,O6,"6 WEST 20TH STREET, 2",10011,9.0,11.0,20.0,"4,600","45,400",1910.0,4.0,O6,"$5,450,000.00",7/11/2023,40.74097109,-73.99956519
1589,3015.0,GREENWICH VILLAGE-CENTRAL,1.0,ONE FAMILY DWELLINGS,1,573.0,72.0,A9,55 WEST 9TH STREET,10011,1.0,0.0,1.0,"2,045","4,048",1900.0,1.0,A9,"$18,000,000.00",8/8/2023,40.74097109,-73.99956519
1590,3016.0,GREENWICH VILLAGE-CENTRAL,1.0,ONE FAMILY DWELLINGS,1,574.0,77.0,S1,69 WEST 10TH STREET,10011,1.0,1.0,2.0,874,"2,128",1899.0,1.0,S1,"$3,250,000.00",5/24/2023,40.74097109,-73.99956519
1591,3017.0,GREENWICH VILLAGE-CENTRAL,1.0,ONE FAMILY DWELLINGS,1,576.0,60.0,A4,35 WEST 12TH STREET,10011,1.0,0.0,1.0,983,"2,184",1901.0,1.0,A4,"$5,750,000.00",7/14/2023,40.74097109,-73.99956519
1592,3020.0,GREENWICH VILLAGE-CENTRAL,2.0,TWO FAMILY DWELLINGS,1,575.0,23.0,B9,64 WEST 12TH STREET,10011,2.0,0.0,2.0,"1,996","3,270",1901.0,1.0,B9,$0.00,2/21/2023,40.74097109,-73.99956519
1593,3028.0,GREENWICH VILLAGE-CENTRAL,7.0,RENTALS - WALKUP APARTMENTS,2,553.0,38.0,C4,117 WAVERLY PLACE,10011,12.0,0.0,12.0,"2,850","12,205",1900.0,2.0,C4,"$9,600,000.00",3/2/2023,40.74097109,-73.99956519
1594,3034.0,GREENWICH VILLAGE-CENTRAL,8.0,RENTALS - ELEVATOR APARTMENTS,2,572.0,26.0,D9,24 WEST 9TH STREET,10011,49.0,1.0,50.0,"7,040","46,137",1923.0,2.0,D9,"$41,500,000.00",11/30/2022,40.74097109,-73.99956519
1595,3035.0,GREENWICH VILLAGE-CENTRAL,8.0,RENTALS - ELEVATOR APARTMENTS,2,572.0,49.0,D7,11 WEST 8TH STREET,10011,31.0,5.0,36.0,"6,950","30,858",1920.0,2.0,D7,"$3,296,000.00",4/1/2023,40.74097109,-73.99956519
1702,3412.0,GREENWICH VILLAGE-CENTRAL,14.0,RENTALS - 4-10 UNIT,2B,575.0,39.0,S9,28 WEST 12TH STREET,10011,5.0,2.0,7.0,"1,755","6,000",1900.0,2.0,S9,"$7,200,000.00",11/29/2022,40.74097109,-73.99956519
1711,3510.0,GREENWICH VILLAGE-CENTRAL,21.0,OFFICE BUILDINGS,4,577.0,34.0,O2,8 WEST 14TH STREET,10011,0.0,6.0,6.0,"18,070","110,000",1946.0,4.0,O2,"$31,144,500.00",7/11/2023,40.74097109,-73.99956519
1712,3512.0,GREENWICH VILLAGE-CENTRAL,22.0,STORE BUILDINGS,4,553.0,19.0,K1,44 WEST 8TH STREET,10011,0.0,3.0,3.0,"5,710","11,450",1957.0,4.0,K1,"$10,000,000.00",10/6/2023,40.74097109,-73.99956519
1713,3539.0,GREENWICH VILLAGE-WEST,1.0,ONE FAMILY DWELLINGS,1,608.0,12.0,S1,154 WEST 13TH STREET,10011,1.0,1.0,2.0,"2,065","3,600",1899.0,1.0,S1,$0.00,11/22/2022,40.74097109,-73.99956519
1714,3565.0,GREENWICH VILLAGE-WEST,3.0,THREE FAMILY DWELLINGS,1,609.0,76.0,C0,161 WEST 13TH STREET,10011,3.0,0.0,3.0,"2,065","3,608",1899.0,1.0,C0,"$6,750,000.00",5/2/2023,40.74097109,-73.99956519
1715,3576.0,GREENWICH VILLAGE-WEST,7.0,RENTALS - WALKUP APARTMENTS,2,608.0,35.0,C7,106 WEST 13TH STREET,10011,30.0,1.0,31.0,"4,130","16,893",1910.0,2.0,C7,$0.00,12/11/2022,40.74097109,-73.99956519
1716,3577.0,GREENWICH VILLAGE-WEST,7.0,RENTALS - WALKUP APARTMENTS,1,609.0,163.0,A4,137 WEST 13 STREET,10011,1.0,0.0,1.0,"2,395","5,370",1915.0,2.0,C3,"$23,500,000.00",1/13/2023,40.74097109,-73.99956519
1775,3982.0,GREENWICH VILLAGE-WEST,14.0,RENTALS - 4-10 UNIT,2B,609.0,62.0,S5,133 WEST 13TH STREET,10011,6.0,1.0,7.0,"2,117","4,800",1890.0,2.0,S5,$0.00,3/15/2023,40.74097109,-73.99956519
1776,3983.0,GREENWICH VILLAGE-WEST,14.0,RENTALS - 4-10 UNIT,2B,609.0,62.0,S5,133 WEST 13TH STREET,10011,6.0,1.0,7.0,"2,117","4,800",1890.0,2.0,S5,"$17,000,000.00",9/6/2023,40.74097109,-73.99956519
1777,3984.0,GREENWICH VILLAGE-WEST,14.0,RENTALS - 4-10 UNIT,2A,609.0,63.0,S5,135 WEST 13TH STREET,10011,5.0,1.0,6.0,"2,117","4,800",1890.0,2.0,S5,$0.00,3/15/2023,40.74097109,-73.99956519
1778,3985.0,GREENWICH VILLAGE-WEST,14.0,RENTALS - 4-10 UNIT,2A,609.0,63.0,S5,135 WEST 13TH STREET,10011,5.0,1.0,6.0,"2,117","4,800",1890.0,2.0,S5,"$17,000,000.00",9/6/2023,40.74097109,-73.99956519
1780,4047.0,GREENWICH VILLAGE-WEST,33.0,EDUCATIONAL FACILITIES,4,608.0,66.0,W9,153 WEST 12TH STREET,10011,0.0,1.0,1.0,"2,151","2,577",1920.0,4.0,W9,"$11,000,000.00",1/4/2023,40.74097109,-73.99956519
1989,824.0,CHELSEA,14.0,RENTALS - 4-10 UNIT,2A,775.0,3.0,S9,304 8 AVENUE,10001,3.0,2.0,5.0,"2,467","6,361",1910.0,2.0,S9,$0.00,12/16/2022,40.74842929,-73.99418118
1990,825.0,CHELSEA,14.0,RENTALS - 4-10 UNIT,2A,775.0,3.0,S9,304 8 AVENUE,10001,3.0,2.0,5.0,"2,467","6,361",1910.0,2.0,S9,"$7,200,000.00",2/15/2023,40.74842929,-73.99418118
1991,826.0,CHELSEA,14.0,RENTALS - 4-10 UNIT,2A,803.0,33.0,S9,103 WEST 27TH STREET,10001,3.0,2.0,5.0,"1,668","4,796",1920.0,2.0,S9,$0.00,4/6/2023,40.74842929,-73.99418118
1992,827.0,CHELSEA,14.0,RENTALS - 4-10 UNIT,2A,803.0,34.0,S4,101 WEST 27TH STREET,10001,4.0,1.0,5.0,"1,668","6,136",1910.0,2.0,S4,"$4,500,000.00",4/6/2023,40.74842929,-73.99418118
1994,907.0,CHELSEA,22.0,STORE BUILDINGS,4,699.0,14.0,K4,533 WEST 27TH STREET,10001,0.0,1.0,1.0,"10,375","31,106",1917.0,4.0,K4,$0.00,1/4/2023,40.74842929,-73.99418118
1995,908.0,CHELSEA,22.0,STORE BUILDINGS,4,699.0,14.0,K4,533 WEST 27TH STREET,10001,0.0,1.0,1.0,"10,375","31,106",1917.0,4.0,K4,"$24,500,000.00",6/6/2023,40.74842929,-73.99418118
1996,909.0,CHELSEA,22.0,STORE BUILDINGS,4,774.0,1.0,K1,280-284 EIGHTH AVENUE,10001,0.0,1.0,1.0,"8,986","17,590",1963.0,4.0,K1,$0.00,6/14/2023,40.74842929,-73.99418118
1997,911.0,CHELSEA,22.0,STORE BUILDINGS,4,802.0,79.0,K9,295 7 AVENUE,10001,2.0,3.0,5.0,"2,000","7,220",1914.0,4.0,K9,$0.00,1/31/2023,40.74842929,-73.99418118
1998,912.0,CHELSEA,22.0,STORE BUILDINGS,4,803.0,31.0,K4,105 WEST 27TH STREET,10001,0.0,5.0,5.0,"3,950","11,023",1910.0,4.0,K4,$0.00,4/6/2023,40.74842929,-73.99418118
1999,913.0,CHELSEA,25.0,LUXURY HOTELS,4,800.0,49.0,H2,112-118 WEST 25TH STREET,10001,0.0,1.0,1.0,"8,527","185,831",2016.0,4.0,H2,$0.00,10/16/2023,40.74842929,-73.99418118
2047,1754.0,FASHION,21.0,OFFICE BUILDINGS,4,784.0,8.0,O5,261 WEST 34TH STREET,10001,0.0,0.0,0.0,"7,858","35,111",2018.0,4.0,O5,"$16,845,257.00",10/19/2023,40.74842929,-73.99418118
2048,1757.0,FASHION,21.0,OFFICE BUILDINGS,4,804.0,67.0,O6,146 WEST 29TH STREET,10001,0.0,4.0,4.0,"6,962","82,454",1910.0,4.0,O6,"$900,000.00",11/23/2022,40.74842929,-73.99418118
2049,1758.0,FASHION,21.0,OFFICE BUILDINGS,4,807.0,39.0,O4,875 AVENUE OF THE AMER,10001,0.0,280.0,280.0,"9,875","214,349",1926.0,4.0,O4,"$92,500,000.00",6/30/2023,40.74842929,-73.99418118
2050,1761.0,FASHION,21.0,OFFICE BUILDINGS,4,834.0,19.0,O6,39 WEST 32ND STREET,10001,0.0,59.0,59.0,"4,246","61,745",1911.0,4.0,O6,$0.00,2/21/2023,40.74842929,-73.99418118
2051,1765.0,FASHION,22.0,STORE BUILDINGS,4,807.0,50.0,K4,110 WEST 32ND STREET,10001,0.0,5.0,5.0,"12,312","102,145",1920.0,4.0,K4,"$37,000,000.00",9/15/2023,40.74842929,-73.99418118
2052,1766.0,FASHION,22.0,STORE BUILDINGS,4,831.0,6.0,K1,49 WEST 29TH STREET,10001,0.0,2.0,2.0,750,749,1915.0,4.0,K1,"$2,400,000.00",7/25/2023,40.74842929,-73.99418118
2053,1767.0,FASHION,22.0,STORE BUILDINGS,4,832.0,76.0,K2,54 WEST 31ST STREET,10001,0.0,1.0,1.0,"1,260","3,290",1910.0,4.0,K2,$0.00,8/28/2023,40.74842929,-73.99418118
2054,1768.0,FASHION,22.0,STORE BUILDINGS,4,832.0,77.0,K4,56 WEST 31ST STREET,10001,0.0,1.0,1.0,"1,260","3,340",1910.0,4.0,K4,$0.00,8/28/2023,40.74842929,-73.99418118
2055,1769.0,FASHION,25.0,LUXURY HOTELS,4,758.0,37.0,H2,481 8 AVENUE,10001,0.0,3.0,3.0,"34,562","1,300,727",1929.0,4.0,H2,$0.00,9/29/2023,40.74842929,-73.99418118
2056,1770.0,FASHION,26.0,OTHER HOTELS,4,804.0,22.0,H3,123 WEST 28TH STREET,10001,0.0,135.0,135.0,"4,938","55,411",2012.0,4.0,H3,"$48,360,000.00",3/13/2023,40.74842929,-73.99418118
2057,1771.0,FASHION,26.0,OTHER HOTELS,4,833.0,28.0,H3,19 WEST 31ST STREET,10001,0.0,2.0,2.0,"4,906","37,213",1900.0,4.0,H3,$0.00,6/15/2023,40.74842929,-73.99418118
2082,2520.0,FLATIRON,21.0,OFFICE BUILDINGS,4,829.0,11.0,O6,45 WEST 27TH STREET,10001,0.0,12.0,12.0,"4,937","54,238",1912.0,4.0,O6,$0.00,4/26/2023,40.74842929,-73.99418118
2138,5380.0,JAVITS CENTER,22.0,STORE BUILDINGS,4,731.0,44.0,K2,421 9TH AVENUE,10001,0.0,2.0,2.0,"1,580","2,962",1937.0,4.0,K2,"$7,000,000.00",1/9/2023,40.74842929,-73.99418118
2139,5381.0,JAVITS CENTER,25.0,LUXURY HOTELS,4,729.0,61.0,H1,440 WEST 33RD STREET,10001,0.0,3.0,3.0,"11,540","202,527",2018.0,4.0,H1,$0.00,3/23/2023,40.74842929,-73.99418118
2144,5386.0,JAVITS CENTER,38.0,ASYLUMS AND HOMES,4,732.0,25.0,N2,413 WEST 34TH STREET,10001,0.0,390.0,390.0,"19,225","122,073",1922.0,4.0,N2,"$52,500,000.00",3/27/2023,40.74842929,-73.99418118
2155,914.0,CHELSEA,26.0,OTHER HOTELS,4,654.0,31.0,H4,51 TENTH AVENUE,10014,0.0,1.0,1.0,"2,245","6,735",1910.0,4.0,H4,"$22,500,000.00",7/18/2023,40.73399254,-74.00490643
2157,3528.0,GREENWICH VILLAGE-WEST,1.0,ONE FAMILY DWELLINGS,1,528.0,27.0,A9,58 DOWNING STREET,10014,1.0,0.0,1.0,"1,067","1,920",1899.0,1.0,A9,"$5,160,000.00",11/8/2022,40.73399254,-74.00490643
2158,3529.0,GREENWICH VILLAGE-WEST,1.0,ONE FAMILY DWELLINGS,1,584.0,28.0,A4,36 COMMERCE STREET,10014,1.0,0.0,1.0,"1,586","6,804",1841.0,1.0,A4,"$10,026,429.00",2/28/2023,40.73399254,-74.00490643
2159,3530.0,GREENWICH VILLAGE-WEST,1.0,ONE FAMILY DWELLINGS,1,584.0,30.0,A4,75 1/2 BEDFORD STREET,10014,1.0,0.0,1.0,760,999,1901.0,1.0,A4,"$3,410,000.00",7/17/2023,40.73399254,-74.00490643
2160,3531.0,GREENWICH VILLAGE-WEST,1.0,ONE FAMILY DWELLINGS,1,584.0,31.0,A4,75 BEDFORD STREET,10014,1.0,0.0,1.0,"1,640","2,400",1901.0,1.0,A4,"$10,900,000.00",9/1/2023,40.73399254,-74.00490643
2161,3532.0,GREENWICH VILLAGE-WEST,1.0,ONE FAMILY DWELLINGS,1,586.0,2.0,A4,38 BEDFORD STREET,10014,1.0,0.0,1.0,"1,560","2,154",1901.0,1.0,A4,"$5,300,000.00",6/30/2023,40.73399254,-74.00490643
2162,3533.0,GREENWICH VILLAGE-WEST,1.0,ONE FAMILY DWELLINGS,1,587.0,54.0,A4,41 BARROW STREET,10014,1.0,0.0,1.0,840,924,1899.0,1.0,A4,$0.00,1/19/2023,40.73399254,-74.00490643
2163,3534.0,GREENWICH VILLAGE-WEST,1.0,ONE FAMILY DWELLINGS,1,587.0,54.0,A4,41 BARROW STREET,10014,1.0,0.0,1.0,840,924,1899.0,1.0,A4,"$5,825,000.00",11/14/2022,40.73399254,-74.00490643
2164,3535.0,GREENWICH VILLAGE-WEST,1.0,ONE FAMILY DWELLINGS,1,590.0,41.0,A5,21 CORNELIA STREET,10014,1.0,0.0,1.0,"1,950","3,327",1900.0,1.0,A5,"$6,000,000.00",12/15/2022,40.73399254,-74.00490643
2165,3536.0,GREENWICH VILLAGE-WEST,1.0,ONE FAMILY DWELLINGS,1,593.0,6.0,A4,13 GAY STREET,10014,1.0,0.0,1.0,"1,235","2,030",1899.0,1.0,A4,"$6,500,000.00",12/28/2022,40.73399254,-74.00490643
2166,3537.0,GREENWICH VILLAGE-WEST,1.0,ONE FAMILY DWELLINGS,1,602.0,79.0,A4,119 LEROY STREET,10014,1.0,0.0,1.0,"2,099","3,239",2017.0,1.0,A4,"$8,250,000.00",11/30/2022,40.73399254,-74.00490643
2167,3538.0,GREENWICH VILLAGE-WEST,1.0,ONE FAMILY DWELLINGS,1,602.0,79.0,A4,119 LEROY STREET,10014,1.0,0.0,1.0,"2,099","3,239",2017.0,1.0,A4,"$11,400,000.00",3/23/2023,40.73399254,-74.00490643
2168,3540.0,GREENWICH VILLAGE-WEST,1.0,ONE FAMILY DWELLINGS,1,613.0,20.0,A4,230 WEST 11TH STREET,10014,1.0,0.0,1.0,"2,363","4,400",1915.0,1.0,A4,"$20,000,000.00",5/18/2023,40.73399254,-74.00490643
2169,3541.0,GREENWICH VILLAGE-WEST,1.0,ONE FAMILY DWELLINGS,1,614.0,66.0,A4,211 WEST 11TH STREET,10014,1.0,0.0,1.0,"1,600","3,520",1899.0,1.0,A4,"$7,450,000.00",1/17/2023,40.73399254,-74.00490643
2170,3542.0,GREENWICH VILLAGE-WEST,1.0,ONE FAMILY DWELLINGS,1,615.0,8.0,A4,315 WEST 4TH STREET,10014,1.0,0.0,1.0,"1,503","3,372",1915.0,1.0,A4,"$7,800,000.00",12/21/2022,40.73399254,-74.00490643
2171,3543.0,GREENWICH VILLAGE-WEST,1.0,ONE FAMILY DWELLINGS,1,615.0,21.0,A4,252 WEST 12TH STREET,10014,1.0,0.0,1.0,"1,764","4,073",1910.0,1.0,A4,"$23,140,000.00",1/30/2023,40.73399254,-74.00490643
2172,3544.0,GREENWICH VILLAGE-WEST,1.0,ONE FAMILY DWELLINGS,1,615.0,48.0,A4,25 BANK STREET,10014,1.0,0.0,1.0,"1,965","4,200",1899.0,1.0,A4,"$19,000,000.00",11/16/2022,40.73399254,-74.00490643
2173,3545.0,GREENWICH VILLAGE-WEST,1.0,ONE FAMILY DWELLINGS,1,623.0,17.0,S1,405 BLEECKER STREET,10014,1.0,1.0,2.0,"1,046","3,200",1899.0,1.0,S1,$0.00,12/19/2022,40.73399254,-74.00490643
2174,3546.0,GREENWICH VILLAGE-WEST,1.0,ONE FAMILY DWELLINGS,1,623.0,35.0,A4,58 BANK STREET,10014,1.0,0.0,1.0,"1,487","5,200",1910.0,1.0,A4,"$23,500,000.00",9/6/2023,40.73399254,-74.00490643
2175,3547.0,GREENWICH VILLAGE-WEST,1.0,ONE FAMILY DWELLINGS,1,625.0,7.0,A4,62 JANE STREET,10014,1.0,0.0,1.0,966,"3,192",1899.0,1.0,A4,"$9,100,000.00",5/15/2023,40.73399254,-74.00490643
2176,3548.0,GREENWICH VILLAGE-WEST,1.0,ONE FAMILY DWELLINGS,1,635.0,5.0,A4,745 WASHINGTON STREET,10014,1.0,0.0,1.0,"4,870","5,850",1920.0,1.0,A4,$0.00,11/30/2022,40.73399254,-74.00490643
2177,3549.0,GREENWICH VILLAGE-WEST,1.0,ONE FAMILY DWELLINGS,1,635.0,15.0,A9,39 BETHUNE STREET,10014,1.0,0.0,1.0,"1,740",760,1899.0,1.0,A9,$0.00,1/25/2023,40.73399254,-74.00490643
2178,3550.0,GREENWICH VILLAGE-WEST,2.0,TWO FAMILY DWELLINGS,1,586.0,3.0,B9,40 BEDFORD STREET,10014,2.0,0.0,2.0,"1,180","2,520",1901.0,1.0,B9,"$4,800,000.00",10/5/2023,40.73399254,-74.00490643
2179,3551.0,GREENWICH VILLAGE-WEST,2.0,TWO FAMILY DWELLINGS,1,592.0,8.0,B1,122 WASHINGTON PLACE,10014,2.0,0.0,2.0,"1,278","3,168",1920.0,1.0,B1,"$7,750,000.00",6/12/2023,40.73399254,-74.00490643
2180,3552.0,GREENWICH VILLAGE-WEST,2.0,TWO FAMILY DWELLINGS,1,592.0,39.0,B1,183-185 WEST 4TH STREET,10014,2.0,0.0,2.0,834,462,1910.0,1.0,B1,"$7,350,000.00",11/1/2022,40.73399254,-74.00490643
2181,3553.0,GREENWICH VILLAGE-WEST,2.0,TWO FAMILY DWELLINGS,1,610.0,23.0,B3,180 WAVERLY PLACE,10014,2.0,0.0,2.0,"1,454","3,542",1839.0,1.0,B3,"$5,850,000.00",3/24/2023,40.73399254,-74.00490643
2182,3554.0,GREENWICH VILLAGE-WEST,2.0,TWO FAMILY DWELLINGS,1,613.0,11.0,B1,248 WEST 11TH STREET,10014,2.0,0.0,2.0,814,"2,560",1899.0,1.0,B1,"$8,750,000.00",3/1/2023,40.73399254,-74.00490643
2183,3555.0,GREENWICH VILLAGE-WEST,2.0,TWO FAMILY DWELLINGS,1,614.0,14.0,B1,36 BANK STREET,10014,2.0,0.0,2.0,"1,800","4,320",1899.0,1.0,B1,"$11,000,000.00",5/31/2023,40.73399254,-74.00490643
2184,3556.0,GREENWICH VILLAGE-WEST,2.0,TWO FAMILY DWELLINGS,1,614.0,46.0,B3,241 WAVERLY PLACE,10014,2.0,0.0,2.0,800,"2,880",1899.0,1.0,B3,"$6,700,000.00",8/29/2023,40.73399254,-74.00490643
2185,3557.0,GREENWICH VILLAGE-WEST,2.0,TWO FAMILY DWELLINGS,1,614.0,150.0,B1,249 WAVERLY PLACE,10014,2.0,0.0,2.0,470,"1,763",1910.0,1.0,B1,"$6,150,000.00",5/8/2023,40.73399254,-74.00490643
2186,3558.0,GREENWICH VILLAGE-WEST,2.0,TWO FAMILY DWELLINGS,1,615.0,20.0,B9,254 W 12TH ST,10014,2.0,0.0,2.0,"1,806","3,680",1899.0,1.0,B9,$0.00,8/31/2023,40.73399254,-74.00490643
2187,3559.0,GREENWICH VILLAGE-WEST,2.0,TWO FAMILY DWELLINGS,1,622.0,36.0,B1,282 WEST 11TH STREET,10014,2.0,0.0,2.0,"1,232","3,278",1899.0,1.0,B1,$0.00,6/16/2023,40.73399254,-74.00490643
2188,3560.0,GREENWICH VILLAGE-WEST,2.0,TWO FAMILY DWELLINGS,1,623.0,48.0,B1,267 WEST 11TH STREET,10014,2.0,0.0,2.0,"2,538","6,144",1910.0,1.0,B1,"$23,000,000.00",11/16/2022,40.73399254,-74.00490643
2189,3561.0,GREENWICH VILLAGE-WEST,2.0,TWO FAMILY DWELLINGS,1,625.0,66.0,B1,291 WEST 12 STREET,10014,2.0,0.0,2.0,"1,365","4,200",1901.0,1.0,B1,"$7,452,021.00",6/20/2023,40.73399254,-74.00490643
