RECORD INDEX,NEIGHBORHOOD,BLDGCAT,BLDGDESCRIPTION,TAXCLP,BLOCK,LOT,BLDGCP,ADDRESS,ZIP_CODE,RESIDENTIAL_ UNITS,COMMERCIAL_UNITS,UNITS,LANDSFT,GROSSSF,BUILT,TAXCLSALE,BLDGCTOS,SALE_PRICE,SALE_DATE
149,CHELSEA,8,RENTALS - ELEVATOR APARTMENTS,2,772,18,D1,"235 WEST 22ND STREET, PH-G",10011,150,0,150,"19,918","116,586",1974,2,D1,$0.00,4/14/2023
150,CHELSEA,8,RENTALS - ELEVATOR APARTMENTS,2,773,134,D9,202 WEST 24TH STREET,10011,180,0,180,"18,682","68,879",2002,2,D9,$10.00,6/28/2023
151,CHELSEA,9,COOPS - WALKUP APARTMENTS,2C,720,10,C6,"475 WEST 22ND STREET, 4",10011,,,,,,1900,2,C6,"$2,500,000.00",6/29/2023
152,CHELSEA,9,COOPS - WALKUP APARTMENTS,2C,720,21,C6,"453 WEST 22ND STREET, DUPLE",10011,,,,,,1900,2,C6,"$2,563,622.00",8/16/2023
153,CHELSEA,9,COOPS - WALKUP APARTMENTS,2C,720,34,C6,"429 WEST 22ND ST, 4H",10011,,,,,,1850,2,C6,"$2,300,000.00",7/19/2023
154,CHELSEA,9,COOPS - WALKUP APARTMENTS,2C,720,61,C6,"428 WEST 23RD STREET, 4D",10011,,,,,,1900,2,C6,"$1,940,000.00",3/23/2023
155,CHELSEA,9,COOPS - WALKUP APARTMENTS,2C,720,68,C6,"442 WEST 23RD STREET, B",10011,,,,,,1900,2,C6,"$2,875,000.00",12/22/2022
156,CHELSEA,9,COOPS - WALKUP APARTMENTS,2C,720,72,C6,"450 WEST 23RD STREET, A/B",10011,,,,,,1900,2,C6,"$5,100,000.00",3/20/2023
157,CHELSEA,9,COOPS - WALKUP APARTMENTS,2C,720,74,C6,"454 W 23RD STREET, 4F",10011,,,,,,1900,2,C6,$0.00,7/12/2023
158,CHELSEA,9,COOPS - WALKUP APARTMENTS,2C,720,75,C6,"456 WEST 23RD ST, 10FIJ",10011,,,,,,1900,2,C6,"$2,195,000.00",12/19/2022
159,CHELSEA,9,COOPS - WALKUP APARTMENTS,2C,720,76,C6,"458 WEST 23RD STREET, BR",10011,,,,,,1900,2,C6,"$728,000.00",11/29/2022
160,CHELSEA,9,COOPS - WALKUP APARTMENTS,2C,720,76,C6,"458-460 WEST 23RD STREET, 4A",10011,,,,,,1900,2,C6,"$1,400,000.00",8/7/2023
161,CHELSEA,9,COOPS - WALKUP APARTMENTS,2,720,77,C6,"460 WEST 23RD STREET, 3B",10011,,,,,,1900,2,C6,"$530,000.00",1/30/2023
162,CHELSEA,9,COOPS - WALKUP APARTMENTS,2,722,46,C6,"408 WEST 25TH STREET, 4FW",10001,,,,,,1910,2,C6,"$426,500.00",1/17/2023
163,CHELSEA,9,COOPS - WALKUP APARTMENTS,2,722,46,C6,"408 WEST 25TH STREET, 5RW/5",10001,,,,,,1910,2,C6,"$830,000.00",1/23/2023
164,CHELSEA,9,COOPS - WALKUP APARTMENTS,2,722,47,C6,"410 WEST 25TH STREET, 5B",10001,,,,,,1910,2,C6,"$925,000.00",12/1/2022
165,CHELSEA,9,COOPS - WALKUP APARTMENTS,2C,738,23,C6,"321 WEST 14TH STREET, 1",10014,,,,,,1900,2,C6,$0.00,9/30/2023
166,CHELSEA,9,COOPS - WALKUP APARTMENTS,2C,738,23,C6,"321 WEST 14TH STREET, BASE",10014,,,,,,1900,2,C6,$0.00,9/30/2023
167,CHELSEA,9,COOPS - WALKUP APARTMENTS,2,740,43,C6,"320 WEST 17TH STREET, 1RW",10011,,,,,,1920,2,C6,"$372,000.00",6/15/2023
168,CHELSEA,9,COOPS - WALKUP APARTMENTS,2,740,46,C6,"326 WEST 17TH STREET, 5W",10011,,,,,,1910,2,C6,"$180,000.00",3/10/2023
169,CHELSEA,9,COOPS - WALKUP APARTMENTS,2,740,47,C6,"328 WEST 17TH STREET, 2R",10011,,,,,,1900,2,C6,"$495,000.00",8/16/2023
170,CHELSEA,9,COOPS - WALKUP APARTMENTS,2,740,48,C6,"330 WEST 17TH STREET, 4R",10011,,,,,,1900,2,C6,"$540,000.00",3/27/2023
171,CHELSEA,9,COOPS - WALKUP APARTMENTS,2,740,50,C6,"334 WEST 17TH, 4E",10011,,,,,,1900,2,C6,"$655,000.00",9/27/2023
172,CHELSEA,9,COOPS - WALKUP APARTMENTS,2C,742,47,C6,"314 WEST 19TH STREET, 1A",10011,,,,,,1920,2,C6,"$1,621,000.00",9/15/2023
173,CHELSEA,9,COOPS - WALKUP APARTMENTS,2C,742,57,C6,"334 WEST 19TH STREET, GARDB",10011,,,,,,1910,2,C6,$0.00,8/7/2023
174,CHELSEA,9,COOPS - WALKUP APARTMENTS,2,742,59,C6,"338 WEST 19TH STREET, 4A",10011,,,,,,1920,2,C6,"$345,000.00",12/1/2022
175,CHELSEA,9,COOPS - WALKUP APARTMENTS,2,742,60,C6,"340 WEST 19 STREET, 20",10011,,,,,,1920,2,C6,"$810,000.00",12/20/2022
176,CHELSEA,9,COOPS - WALKUP APARTMENTS,2,742,60,C6,"340 WEST 19TH STREET, #5",10011,,,,,,1920,2,C6,"$950,000.00",3/9/2023
177,CHELSEA,9,COOPS - WALKUP APARTMENTS,2,742,60,C6,"340 WEST 19TH STREET, 15",10011,,,,,,1920,2,C6,"$985,000.00",4/11/2023
178,CHELSEA,9,COOPS - WALKUP APARTMENTS,2,744,18,C6,"337 WEST 20TH STREET, 1M/2M",10011,,,,,,1850,2,C6,"$1,325,000.00",11/14/2022
179,CHELSEA,9,COOPS - WALKUP APARTMENTS,2C,744,31,C6,"311 WEST 20TH STREET, 4",10011,,,,,,1850,2,C6,$0.00,12/14/2022
180,CHELSEA,9,COOPS - WALKUP APARTMENTS,2,744,32,C6,"307 WEST 20TH STREET, 3R",10011,,,,,,1850,2,C6,"$475,000.00",8/2/2023
181,CHELSEA,9,COOPS - WALKUP APARTMENTS,2,744,32,C6,"307 WEST 20TH, 4F",10011,,,,,,1850,2,C6,"$625,000.00",11/8/2022
182,CHELSEA,9,COOPS - WALKUP APARTMENTS,2,744,32,C6,"309 WEST 20TH STREET, 7F",10011,,,,,,1850,2,C6,"$500,000.00",1/5/2023
183,CHELSEA,9,COOPS - WALKUP APARTMENTS,2,744,63,C6,"342 WEST 21ST STREET, 1C",10011,,,,,,1940,2,C6,"$490,000.00",12/13/2022
184,CHELSEA,9,COOPS - WALKUP APARTMENTS,2,745,12,C6,"345 WEST 21ST STREET, 2D",10011,,,,,,1920,2,C6,"$550,000.00",6/5/2023
185,CHELSEA,9,COOPS - WALKUP APARTMENTS,2,745,12,C6,"345 WEST 21ST STREET, 4D",10011,,,,,,1920,2,C6,"$525,000.00",4/6/2023
186,CHELSEA,9,COOPS - WALKUP APARTMENTS,2,745,12,C6,"345 WEST 21ST STREET, 5A",10011,,,,,,1920,2,C6,"$545,000.00",5/4/2023
187,CHELSEA,9,COOPS - WALKUP APARTMENTS,2,745,16,C6,"335 WEST 21ST STREET, 3RE",10011,,,,,,1920,2,C6,"$420,000.00",8/23/2023
188,CHELSEA,9,COOPS - WALKUP APARTMENTS,2,745,17,C6,"333 WEST 21ST STREET, 2RW",10011,,,,,,1900,2,C6,"$450,000.00",4/11/2023
189,CHELSEA,9,COOPS - WALKUP APARTMENTS,2,745,17,C6,"333 WEST 21ST STREET, 4EF",10011,,,,,,1900,2,C6,"$635,000.00",7/13/2023
190,CHELSEA,9,COOPS - WALKUP APARTMENTS,2,745,21,C6,"325 WEST 21ST ST, 11",10011,,,,,,1864,2,C6,"$525,000.00",7/19/2023
191,CHELSEA,9,COOPS - WALKUP APARTMENTS,2C,745,47,C6,"316 WEST 22ND STREET, GARDN",10011,,,,,,1900,2,C6,"$1,700,000.00",1/27/2023
192,CHELSEA,9,COOPS - WALKUP APARTMENTS,2C,745,52,C6,"326 WEST 22ND STREET, 1R",10011,,,,,,1920,2,C6,"$3,200,000.00",8/15/2023
193,CHELSEA,9,COOPS - WALKUP APARTMENTS,2,745,56,C6,"334 WEST 22ND STREET, 18",10011,,,,,,1925,2,C6,"$763,000.00",12/28/2022
194,CHELSEA,9,COOPS - WALKUP APARTMENTS,2,746,12,C6,"345 WEST 22ND STREET, 1",10011,,,,,,1910,2,C6,"$4,925,000.00",4/11/2023
195,CHELSEA,9,COOPS - WALKUP APARTMENTS,2,746,12,C6,"347 WEST 22ND STREET, 9",10011,,,,,,1910,2,C6,"$1,470,000.00",3/14/2023
196,CHELSEA,9,COOPS - WALKUP APARTMENTS,2,746,71,C6,"354 WEST 23RD ST., 2C",10011,,,,,,1900,2,C6,"$405,000.00",5/30/2023
197,CHELSEA,9,COOPS - WALKUP APARTMENTS,2,746,72,C6,"356 WEST 23 STREET, GC",10011,,,,,,1910,2,C6,"$1,100,000.00",7/12/2023
198,CHELSEA,9,COOPS - WALKUP APARTMENTS,2,753,6,C6,"357 WEST 29TH STREET, GB",10001,,,,,,1921,2,C6,"$1,620,000.00",11/18/2022
199,CHELSEA,9,COOPS - WALKUP APARTMENTS,2C,753,34,C6,"303 WEST 29TH STREET, A",10001,,,,,,1900,2,C6,"$1,475,000.00",1/19/2023
200,CHELSEA,9,COOPS - WALKUP APARTMENTS,2,765,52,C6,"214 WEST 16TH STREET, 5EW",10011,,,,,,1901,2,C6,"$800,000.00",2/17/2023
201,CHELSEA,9,COOPS - WALKUP APARTMENTS,2,766,23,C6,"227 WEST 16TH STREET, 2EF",10011,,,,,,1910,2,C6,"$518,000.00",2/8/2023
202,CHELSEA,9,COOPS - WALKUP APARTMENTS,2,770,70,C6,"256 WEST 21ST STREET, 1B",10011,,,,,,1900,2,C6,"$725,000.00",12/13/2022
203,CHELSEA,9,COOPS - WALKUP APARTMENTS,2,770,70,C6,"256 WEST 21ST STREET, G2",10011,,,,,,1900,2,C6,"$1,325,000.00",10/19/2023
204,CHELSEA,9,COOPS - WALKUP APARTMENTS,2C,771,71,C6,"260 WEST 22ND STREET, 1F",10011,,,,,,1905,2,C6,"$426,000.00",12/14/2022
205,CHELSEA,9,COOPS - WALKUP APARTMENTS,2C,771,71,C6,"260 WEST 22ND STREET, 2F",10011,,,,,,1905,2,C6,"$830,000.00",7/26/2023
206,CHELSEA,9,COOPS - WALKUP APARTMENTS,2,771,73,C6,"264 WEST 22ND STREET, 11",10011,,,,,,1920,2,C6,"$490,000.00",10/11/2023
207,CHELSEA,9,COOPS - WALKUP APARTMENTS,2,771,73,C6,"264 WEST 22ND STREET, 7",10011,,,,,,1920,2,C6,"$540,000.00",2/21/2023
208,CHELSEA,9,COOPS - WALKUP APARTMENTS,2,772,12,C6,"261 WEST 22ND STREET, 12",10011,,,,,,1917,2,C6,"$650,000.00",8/28/2023
209,CHELSEA,9,COOPS - WALKUP APARTMENTS,2C,791,25,C6,"127 WEST 15TH STREET, 3R",10011,,,,,,1911,2,C6,"$670,000.00",5/16/2023
210,CHELSEA,9,COOPS - WALKUP APARTMENTS,2C,791,70,C6,"146 WEST 16TH STREET, 3AB",10011,,,,,,1920,2,C6,"$1,475,000.00",11/3/2022
211,CHELSEA,9,COOPS - WALKUP APARTMENTS,2C,791,71,C6,"148 WEST 16 STREET, 5",10011,,,,,,1920,2,C6,"$905,000.00",11/16/2022
212,CHELSEA,9,COOPS - WALKUP APARTMENTS,2C,800,21,C6,"133 WEST 24TH STREET, 5",10011,,,,,,1910,2,C6,$0.00,2/27/2023
213,CHELSEA,10,COOPS - ELEVATOR APARTMENTS,2,694,42,D4,"520 WEST 23RD ST., 12D",10011,,,,,,2003,2,D4,$0.00,12/20/2022
214,CHELSEA,10,COOPS - ELEVATOR APARTMENTS,2,694,42,D4,"520 WEST 23RD ST., 12D",10011,,,,,,2003,2,D4,"$600,000.00",12/21/2022
215,CHELSEA,10,COOPS - ELEVATOR APARTMENTS,2,694,42,D4,"520 WEST 23RD STREET, 14E",10011,,,,,,2003,2,D4,"$799,000.00",4/12/2023
216,CHELSEA,10,COOPS - ELEVATOR APARTMENTS,2,694,42,D4,"520 WEST 23RD STREET, 15E",10011,,,,,,2003,2,D4,$0.00,6/2/2023
217,CHELSEA,10,COOPS - ELEVATOR APARTMENTS,2,694,42,D4,"520 WEST 23RD STREET, 16C",10011,,,,,,2003,2,D4,"$715,000.00",3/6/2023
218,CHELSEA,10,COOPS - ELEVATOR APARTMENTS,2,694,42,D4,"520 WEST 23RD STREET, 3C",10011,,,,,,2003,2,D4,"$1,150,000.00",8/17/2023
219,CHELSEA,10,COOPS - ELEVATOR APARTMENTS,2,694,42,D4,"520 WEST 23RD STREET, 9C",10011,,,,,,2003,2,D4,"$1,135,000.00",5/22/2023
220,CHELSEA,10,COOPS - ELEVATOR APARTMENTS,2,717,9,D4,"453 WEST 19TH STREET, 2A",10011,,,,,,1983,2,D4,"$760,000.00",10/5/2023
221,CHELSEA,10,COOPS - ELEVATOR APARTMENTS,2,717,73,D4,"458 WEST 20TH STREET, 2B",10011,,,,,,1900,2,D4,"$981,469.00",10/13/2023
222,CHELSEA,10,COOPS - ELEVATOR APARTMENTS,2,717,73,D4,"458 WEST 20TH STREET, 2C",10011,,,,,,1900,2,D4,"$473,646.00",2/24/2023
223,CHELSEA,10,COOPS - ELEVATOR APARTMENTS,2,717,73,D4,"458 WEST 20TH STREET, 2D",10011,,,,,,1900,2,D4,"$949,717.00",3/31/2023
224,CHELSEA,10,COOPS - ELEVATOR APARTMENTS,2,717,73,D4,"458 WEST 20TH STREET, 3A",10011,,,,,,1900,2,D4,"$948,633.00",1/6/2023
225,CHELSEA,10,COOPS - ELEVATOR APARTMENTS,2,717,73,D4,"458 WEST 20TH STREET, 3C",10011,,,,,,1900,2,D4,"$505,000.00",11/16/2022
226,CHELSEA,10,COOPS - ELEVATOR APARTMENTS,2,717,73,D4,"458 WEST 20TH STREET, 4A",10011,,,,,,1900,2,D4,"$977,564.00",11/30/2022
227,CHELSEA,10,COOPS - ELEVATOR APARTMENTS,2,717,73,D4,"458 WEST 20TH STREET, 4C",10011,,,,,,1900,2,D4,"$537,144.00",1/6/2023
228,CHELSEA,10,COOPS - ELEVATOR APARTMENTS,2,717,73,D4,"458 WEST 20TH STREET, 5A",10011,,,,,,1900,2,D4,"$999,014.00",3/27/2023
229,CHELSEA,10,COOPS - ELEVATOR APARTMENTS,2,717,73,D4,"458 WEST 20TH STREET, 5C",10011,,,,,,1900,2,D4,"$518,297.00",12/22/2022
230,CHELSEA,10,COOPS - ELEVATOR APARTMENTS,2,717,73,D4,"458 WEST 20TH, 1C",10011,,,,,,1900,2,D4,"$536,795.00",5/3/2023
231,CHELSEA,10,COOPS - ELEVATOR APARTMENTS,2,720,47,D4,"400 WEST 23RD STREET, 3M",10011,,,,,,1920,2,D4,"$740,000.00",12/14/2022
232,CHELSEA,10,COOPS - ELEVATOR APARTMENTS,2,720,47,D4,"400 WEST 23RD STREET, 6L",10011,,,,,,1920,2,D4,$0.00,8/22/2023
233,CHELSEA,10,COOPS - ELEVATOR APARTMENTS,2,720,49,D4,"410 WEST 23RD STREET, 3A",10011,,,,,,1920,2,D4,"$846,000.00",6/8/2023
234,CHELSEA,10,COOPS - ELEVATOR APARTMENTS,2,722,18,D4,"433 WEST 24TH, 4B",10011,,,,,,1920,2,D4,$0.00,5/9/2023
235,CHELSEA,10,COOPS - ELEVATOR APARTMENTS,2,738,18,D4,"331 WEST 14TH STREET, 5A",10014,,,,,,1900,2,D4,"$430,000.00",8/21/2023
236,CHELSEA,10,COOPS - ELEVATOR APARTMENTS,2,742,22,D4,"319 WEST 18TH STREET, 2C",10011,,,,,,1928,2,D4,"$358,000.00",10/19/2023
237,CHELSEA,10,COOPS - ELEVATOR APARTMENTS,2,742,22,D4,"319 WEST 18TH STREET, 5C",10011,,,,,,1928,2,D4,"$375,000.00",11/22/2022
238,CHELSEA,10,COOPS - ELEVATOR APARTMENTS,2,742,49,D4,"320 WEST 19TH STREET, 6F",10011,,,,,,1900,2,D4,"$690,000.00",5/2/2023
239,CHELSEA,10,COOPS - ELEVATOR APARTMENTS,2,744,1,D4,"365 WEST 20TH STREET, 7C",10011,,,,,,1928,2,D4,"$875,000.00",6/7/2023
240,CHELSEA,10,COOPS - ELEVATOR APARTMENTS,2,746,18,D4,"333 WEST 22ND STREET, 2A",10011,,,,,,1910,2,D4,"$758,000.00",9/12/2023
241,CHELSEA,10,COOPS - ELEVATOR APARTMENTS,2,747,1,D4,"350 WEST 24TH STREET, 13J",10011,,,,,,1963,2,D4,"$186,377.00",2/28/2023
242,CHELSEA,10,COOPS - ELEVATOR APARTMENTS,2,747,1,D4,"350 WEST 24TH STREET, 16B",10011,,,,,,1963,2,D4,"$186,377.00",2/28/2023
243,CHELSEA,10,COOPS - ELEVATOR APARTMENTS,2,747,1,D4,"350 WEST 24TH STREET, 7A",10011,,,,,,1963,2,D4,"$130,464.00",2/13/2023
244,CHELSEA,10,COOPS - ELEVATOR APARTMENTS,2,747,1,D4,"350 WEST 24TH STREET, 8E",10011,,,,,,1963,2,D4,"$112,448.00",5/9/2023
245,CHELSEA,10,COOPS - ELEVATOR APARTMENTS,2,747,28,D4,"315 WEST 23RD STREET, 11C",10011,,,,,,1926,2,D4,"$729,494.00",11/14/2022
246,CHELSEA,10,COOPS - ELEVATOR APARTMENTS,2,748,1,D4,"311 WEST 24TH STREET, 12E",10011,,,,,,1963,2,D4,"$94,052.00",7/24/2023
247,CHELSEA,10,COOPS - ELEVATOR APARTMENTS,2,748,1,D4,"311 WEST 24TH STREET, 9C",10011,,,,,,1963,2,D4,"$150,206.00",6/15/2023
248,CHELSEA,10,COOPS - ELEVATOR APARTMENTS,2,748,1,D4,"311 WEST 24TH STREET, 9E",10011,,,,,,1963,2,D4,"$93,534.00",4/24/2023
249,CHELSEA,10,COOPS - ELEVATOR APARTMENTS,2,748,1,D4,"321 WEST 24TH STREET, 11C",10011,,,,,,1963,2,D4,"$148,549.00",12/2/2022
250,CHELSEA,10,COOPS - ELEVATOR APARTMENTS,2,748,1,D4,"321 WEST 24TH STREET, 12C",10011,,,,,,1963,2,D4,"$150,206.00",6/8/2023
251,CHELSEA,10,COOPS - ELEVATOR APARTMENTS,2,748,1,D4,"321 WEST 24TH STREET, 12J",10011,,,,,,1963,2,D4,"$187,067.00",4/25/2023
252,CHELSEA,10,COOPS - ELEVATOR APARTMENTS,2,748,1,D4,"321 WEST 24TH STREET, 15J",10011,,,,,,1963,2,D4,"$186,377.00",2/24/2023
253,CHELSEA,10,COOPS - ELEVATOR APARTMENTS,2,748,1,D4,"321 WEST 24TH STREET, 1G",10011,,,,,,1963,2,D4,"$113,276.00",9/20/2023
254,CHELSEA,10,COOPS - ELEVATOR APARTMENTS,2,748,1,D4,"321 WEST 24TH STREET, 21H",10011,,,,,,1963,2,D4,$0.00,5/11/2023
255,CHELSEA,10,COOPS - ELEVATOR APARTMENTS,2,748,1,D4,"321 WEST 24TH STREET, 3E",10011,,,,,,1963,2,D4,"$92,675.00",11/22/2022
256,CHELSEA,10,COOPS - ELEVATOR APARTMENTS,2,748,1,D4,"321 WEST 24TH STREET, 6E",10011,,,,,,1963,2,D4,"$92,675.00",11/7/2022
257,CHELSEA,10,COOPS - ELEVATOR APARTMENTS,2,748,1,D4,"321 WEST 24TH STREET, 7E",10011,,,,,,1963,2,D4,"$93,879.00",6/28/2023
258,CHELSEA,10,COOPS - ELEVATOR APARTMENTS,2,748,1,D4,"321 WEST 24TH STREET, 8B",10011,,,,,,1963,2,D4,"$168,982.00",6/28/2023
259,CHELSEA,10,COOPS - ELEVATOR APARTMENTS,2,748,1,D4,"321 WEST 24TH STREET, 9A",10011,,,,,,1963,2,D4,"$132,155.00",9/7/2023
260,CHELSEA,10,COOPS - ELEVATOR APARTMENTS,2,748,1,D4,"341 WEST 24TH STREET, 10F",10011,,,,,,1963,2,D4,"$226,552.00",9/22/2023
261,CHELSEA,10,COOPS - ELEVATOR APARTMENTS,2,748,1,D4,"341 WEST 24TH STREET, 12C",10011,,,,,,1963,2,D4,"$150,206.00",6/1/2023
262,CHELSEA,10,COOPS - ELEVATOR APARTMENTS,2,748,1,D4,"341 WEST 24TH STREET, 13J",10011,,,,,,1963,2,D4,$0.00,2/23/2023
263,CHELSEA,10,COOPS - ELEVATOR APARTMENTS,2,748,1,D4,"341 WEST 24TH STREET, 15G",10011,,,,,,1963,2,D4,$0.00,2/8/2023
264,CHELSEA,10,COOPS - ELEVATOR APARTMENTS,2,748,1,D4,"341 WEST 24TH STREET, 17F",10011,,,,,,1963,2,D4,"$224,066.00",3/13/2023
265,CHELSEA,10,COOPS - ELEVATOR APARTMENTS,2,748,1,D4,"341 WEST 24TH STREET, 21C",10011,,,,,,1963,2,D4,$0.00,6/6/2023
266,CHELSEA,10,COOPS - ELEVATOR APARTMENTS,2,748,1,D4,"341 WEST 24TH STREET, 3A",10011,,,,,,1963,2,D4,"$131,189.00",5/11/2023
267,CHELSEA,10,COOPS - ELEVATOR APARTMENTS,2,748,1,D4,"341 WEST 24TH STREET, 5E",10011,,,,,,1963,2,D4,"$93,361.00",3/30/2023
268,CHELSEA,10,COOPS - ELEVATOR APARTMENTS,2,748,1,D4,"341 WEST 24TH STREET, 6E",10011,,,,,,1963,2,D4,"$93,879.00",6/28/2023
269,CHELSEA,10,COOPS - ELEVATOR APARTMENTS,2,748,1,D4,"351 WEST 24TH STREET, 10F",10011,,,,,,1963,2,D4,"$242,290.00",2/28/2023
270,CHELSEA,10,COOPS - ELEVATOR APARTMENTS,2,748,1,D4,"351 WEST 24TH STREET, 14E",10011,,,,,,1963,2,D4,"$93,706.00",5/31/2023
271,CHELSEA,10,COOPS - ELEVATOR APARTMENTS,2,748,1,D4,"351 WEST 24TH STREET, 17A",10011,,,,,,1963,2,D4,"$130,464.00",2/2/2023
272,CHELSEA,10,COOPS - ELEVATOR APARTMENTS,2,748,1,D4,"351 WEST 24TH STREET, 19G",10011,,,,,,1963,2,D4,"$112,448.00",5/2/2023
273,CHELSEA,10,COOPS - ELEVATOR APARTMENTS,2,748,1,D4,"351 WEST 24TH STREET, 21B",10011,,,,,,1963,2,D4,"$131,914.00",8/1/2023
274,CHELSEA,10,COOPS - ELEVATOR APARTMENTS,2,748,1,D4,"351 WEST 24TH STREET, 7D",10011,,,,,,1963,2,D4,$0.00,3/17/2023
275,CHELSEA,10,COOPS - ELEVATOR APARTMENTS,2,749,1,D4,"365 W 25TH STREET, 2H",10001,,,,,,1963,2,D4,"$130,705.00",3/2/2023
276,CHELSEA,10,COOPS - ELEVATOR APARTMENTS,2,749,1,D4,"365 WEST 25TH STREET, 11G",10001,,,,,,1963,2,D4,"$168,360.00",4/27/2023
277,CHELSEA,10,COOPS - ELEVATOR APARTMENTS,2,749,1,D4,"365 WEST 25TH STREET, 13D",10001,,,,,,1963,2,D4,"$113,276.00",9/28/2023
278,CHELSEA,10,COOPS - ELEVATOR APARTMENTS,2,749,1,D4,"365 WEST 25TH STREET, 14C",10001,,,,,,1963,2,D4,"$148,825.00",1/31/2023
279,CHELSEA,10,COOPS - ELEVATOR APARTMENTS,2,749,1,D4,"365 WEST 25TH STREET, 18D",10001,,,,,,1963,2,D4,"$112,033.00",3/16/2023
280,CHELSEA,10,COOPS - ELEVATOR APARTMENTS,2,749,1,D4,"365 WEST 25TH STREET, 5H",10001,,,,,,1963,2,D4,"$150,206.00",6/21/2023
281,CHELSEA,10,COOPS - ELEVATOR APARTMENTS,2,749,1,D4,"365 WEST 25TH STREET, 8J",10001,,,,,,1963,2,D4,"$188,103.00",7/24/2023
282,CHELSEA,10,COOPS - ELEVATOR APARTMENTS,2,749,24,D4,"315 8TH AVENUE, 11A",10001,,,,,,1963,2,D4,"$129,745.00",11/17/2022
283,CHELSEA,10,COOPS - ELEVATOR APARTMENTS,2,749,24,D4,"315 8TH AVENUE, 13D",10001,,,,,,1963,2,D4,"$112,033.00",3/15/2023
284,CHELSEA,10,COOPS - ELEVATOR APARTMENTS,2,749,24,D4,"315 8TH AVENUE, 18D",10001,,,,,,1963,2,D4,"$111,210.00",11/22/2022
285,CHELSEA,10,COOPS - ELEVATOR APARTMENTS,2,749,24,D4,"315 8TH AVENUE, 1B",10001,,,,,,1963,2,D4,"$130,464.00",2/6/2023
286,CHELSEA,10,COOPS - ELEVATOR APARTMENTS,2,749,24,D4,"315 8TH AVENUE, 1C",10001,,,,,,1963,2,D4,"$130,947.00",4/25/2023
287,CHELSEA,10,COOPS - ELEVATOR APARTMENTS,2,749,24,D4,"315 8TH AVENUE, 1D",10001,,,,,,1963,2,D4,"$93,016.00",1/31/2023
288,CHELSEA,10,COOPS - ELEVATOR APARTMENTS,2,749,24,D4,"315 8TH AVENUE, 8A",10001,,,,,,1963,2,D4,"$129,745.00",11/21/2022
289,CHELSEA,10,COOPS - ELEVATOR APARTMENTS,2,749,24,D4,"315 8TH AVENUE, 9F",10001,,,,,,1963,2,D4,"$51,675.00",12/15/2022
290,CHELSEA,10,COOPS - ELEVATOR APARTMENTS,2,751,1,D4,"280 9TH AVENUE, 17D",10001,,,,,,1960,2,D4,"$187,758.00",6/12/2023
291,CHELSEA,10,COOPS - ELEVATOR APARTMENTS,2,751,1,D4,"280 9TH AVENUE, 19E",10001,,,,,,1960,2,D4,"$75,241.00",7/19/2023
292,CHELSEA,10,COOPS - ELEVATOR APARTMENTS,2,751,1,D4,"280 9TH AVENUE, 1E",10001,,,,,,1960,2,D4,"$92,843.00",12/7/2022
293,CHELSEA,10,COOPS - ELEVATOR APARTMENTS,2,751,1,D4,"280 9TH AVENUE, 7A",10001,,,,,,1960,2,D4,"$132,156.00",9/28/2023
294,CHELSEA,10,COOPS - ELEVATOR APARTMENTS,2,751,1,D4,"280 9TH AVENUE, 7J",10001,,,,,,1960,2,D4,"$185,686.00",12/15/2022
295,CHELSEA,10,COOPS - ELEVATOR APARTMENTS,2,751,1,D4,"280 9TH AVENUE, 9D",10001,,,,,,1960,2,D4,"$186,377.00",2/24/2023
296,CHELSEA,10,COOPS - ELEVATOR APARTMENTS,2,751,1,D4,"290 9TH AVENUE, 16E",10001,,,,,,1960,2,D4,"$150,482.00",7/17/2023
297,CHELSEA,10,COOPS - ELEVATOR APARTMENTS,2,751,1,D4,"290 9TH AVENUE, 16H",10001,,,,,,1960,2,D4,"$149,654.00",4/28/2023
298,CHELSEA,10,COOPS - ELEVATOR APARTMENTS,2,751,1,D4,"290 9TH AVENUE, 5G",10001,,,,,,1960,2,D4,"$111,412.00",12/7/2022
299,CHELSEA,10,COOPS - ELEVATOR APARTMENTS,2,751,1,D4,"290 9TH AVENUE, 7H",10001,,,,,,1960,2,D4,"$148,825.00",1/19/2023
300,CHELSEA,10,COOPS - ELEVATOR APARTMENTS,2,751,1,D4,"330 WEST 28TH STREET, 10H",10001,,,,,,1960,2,D4,"$148,280.00",11/9/2022
301,CHELSEA,10,COOPS - ELEVATOR APARTMENTS,2,751,1,D4,"330 WEST 28TH STREET, 12H",10001,,,,,,1960,2,D4,"$148,549.00",12/20/2022
302,CHELSEA,10,COOPS - ELEVATOR APARTMENTS,2,751,1,D4,"330 WEST 28TH STREET, 15J",10001,,,,,,1960,2,D4,"$186,031.00",1/12/2023
303,CHELSEA,10,COOPS - ELEVATOR APARTMENTS,2,751,1,D4,"330 WEST 28TH STREET, 16A",10001,,,,,,1960,2,D4,"$131,914.00",8/17/2023
304,CHELSEA,10,COOPS - ELEVATOR APARTMENTS,2,751,1,D4,"330 WEST 28TH STREET, 19A",10001,,,,,,1960,2,D4,"$150,482.00",7/17/2023
305,CHELSEA,10,COOPS - ELEVATOR APARTMENTS,2,751,1,D4,"330 WEST 28TH STREET, 19C",10001,,,,,,1960,2,D4,"$205,774.00",4/27/2023
